Prod,InqOrProj,ProjType,Type,Ind,IndSub,Replacement,NetValue,Date,LeadTime,CustNum,Outcome
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,3860,8/21/2014,5,30,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,17262,7/21/2014,6,30,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,71428,4/14/2015,18,55,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12515,3/25/2015,13,72,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,99458,4/6/2015,24,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22061,5/8/2014,15,452,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,48713,10/14/2014,6,352,Won
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,2844,5/21/2015,5,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,87584,1/3/2015,22,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,53835,7/11/2014,16,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3261,1/24/2015,7,452,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,22279,8/11/2014,10,30,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,15212,2/14/2014,10,67,Won
Ox,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,32133,6/26/2014,10,562,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,8568,1/6/2014,6,452,Won
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,13166,2/12/2014,22,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,107670,6/23/2014,15,85,Lost
Horse,INQUIRY,Std/Std,OEM,General Industrial,Material Handling,No,4723,3/20/2014,6,583,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,37012,10/14/2014,12,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,42957,6/3/2014,8,30,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8770,6/6/2014,6,26,Lost
Rhino,PROJECT,Eng/Eng,Intercompany,Intercompany,Intercompany,No,816488,7/10/2014,23,557,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,55139,3/18/2014,17,30,Won
Ox,INQUIRY,Std/Std,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,No,32373,6/16/2014,8,405,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,30727,6/23/2014,9,67,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,7433,10/9/2014,6,191,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,39628,9/11/2014,15,452,Lost
Rhino,INQUIRY,Eng/Eng,IC / End User,General Industrial,Other General Industrial,No,76223,6/6/2014,20,237,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,55488,2/4/2014,14,549,Won
Lion,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,3381,4/25/2014,10,452,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,18913,5/21/2014,14,2,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,17915,6/10/2014,7,452,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,23433,2/28/2014,12,30,Won
Elephant,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,13204,2/25/2015,13,509,Lost
Wolf,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,23295,3/13/2014,10,560,Won
Ox,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Asphalt Processing and Paving Equipment,Yes,53696,6/2/2014,9,286,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,2442,1/21/2014,6,30,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,12265,5/4/2015,6,69,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,34582,11/19/2014,16,553,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,92832,4/17/2015,16,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,21767,3/25/2014,16,213,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,24087,5/2/2014,7,452,Won
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,40047,9/25/2014,14,561,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,17371,10/31/2014,18,452,Lost
Armadillo1,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,17151,3/25/2014,17,416,Lost
Yak1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,79783,1/17/2015,16,548,Lost
Moose,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,45820,9/30/2014,32,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,2753,2/14/2014,5,47,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,72334,11/18/2014,16,561,Lost
Bear,INQUIRY,Std/Std,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,1995,7/8/2014,8,342,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5687,8/5/2014,10,162,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,52944,4/12/2014,26,452,Won
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,11316,11/19/2014,6,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22718,5/29/2014,22,300,Lost
Elephant,INQUIRY,Std/Std,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,No,12379,6/6/2014,10,645,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,90288,2/26/2015,22,352,Lost
Yak2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,538350,3/23/2015,36,394,Lost
Brown Bear,INQUIRY,Std/Std,OEM,HVAC & Refrigeration,HVAC,No,28860,3/19/2014,22,512,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,1156,2/5/2014,9,30,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,508847,10/13/2014,26,452,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,40650,1/2/2014,18,30,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,49907,1/31/2015,12,412,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,47700,4/7/2015,11,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,610,1/9/2015,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,43407,4/3/2014,13,2,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,24663,1/24/2014,14,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,23551,4/3/2015,6,452,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8622,5/6/2015,5,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,85169,1/6/2015,26,351,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29503,9/10/2014,13,452,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,125430,4/22/2014,20,16,Lost
Elephant,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,No,8047,12/30/2014,10,44,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1866,1/13/2014,7,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,20119,5/15/2015,18,69,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,35473,2/11/2015,18,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,122100,8/12/2014,21,85,Lost
Wolf,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,8880,1/20/2014,8,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,39405,11/18/2014,10,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,67177,1/14/2015,18,452,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,32412,11/13/2014,12,30,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Transportation,Auto and Truck,No,41108,5/22/2015,16,423,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,58732,3/13/2015,20,452,Lost
Ox,INQUIRY,Std/Std,Export House,General Industrial,Other General Industrial,No,177600,7/8/2014,12,211,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,234049,8/18/2014,20,234,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,26380,1/24/2014,12,528,Lost
Armadillo1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,1123018,7/1/2014,22,553,Lost
Armadillo1,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,113889,1/5/2015,30,238,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3488,1/20/2015,6,528,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6216,1/22/2015,6,30,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Energy,Cooling Systems,Yes,11230,2/24/2015,12,535,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,71220,3/14/2015,22,212,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,14194,2/5/2015,10,452,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,5439,5/15/2014,14,30,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,18432,5/19/2015,18,206,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,971,1/7/2015,5,352,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,32745,1/9/2014,10,352,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Textile,Yes,16784,8/3/2014,10,151,Lost
Horse,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,12042,4/7/2015,18,2,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1936,8/7/2014,5,30,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,29970,6/25/2014,13,75,Lost
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Pumps,No,405074,5/21/2014,20,375,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21410,3/21/2015,20,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,15815,7/18/2014,6,452,Won
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22941,1/19/2015,10,30,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,76760,6/11/2014,15,300,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,31080,1/13/2015,8,30,Won
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,77068,1/21/2015,19,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8578,6/21/2014,10,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4107,10/21/2014,6,452,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,35558,4/26/2014,14,543,Lost
Armadillo1,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,12215,3/5/2015,10,431,Lost
Bear,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,No,1110,1/22/2014,8,499,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,744,9/29/2014,6,452,Lost
Brown Bear,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,Yes,13046,6/30/2014,20,416,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,16687,5/20/2014,6,67,Won
Rhino,INQUIRY,Eng/Eng,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,Yes,66808,6/17/2014,15,574,Won
Armadillo1,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,110288,10/29/2014,17,123,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,27693,10/15/2014,7,452,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,52514,6/2/2014,24,67,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,2468,5/21/2014,6,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37238,1/16/2015,14,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,40084,10/24/2014,16,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,87141,3/12/2015,20,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,90622,4/17/2015,22,213,Won
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11324,3/17/2014,8,452,Won
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,39466,3/3/2015,22,452,Lost
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,36186,5/9/2014,20,306,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,141733,9/6/2014,11,2,Lost
Panther,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,167481,1/31/2014,44,562,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,88732,3/6/2014,18,352,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,18870,6/3/2014,12,70,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,47263,6/18/2014,24,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1862,9/18/2014,6,452,Lost
Wolf,INQUIRY,Std/Std,OEM,Mining,Mining Equipment - Pumping / Fluid Handling Equipment,No,68820,10/16/2014,12,695,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,59578,3/25/2014,10,452,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22278,8/21/2014,8,30,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,HVAC & Refrigeration,HVAC,Yes,37017,9/16/2014,24,512,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Other Non-Metallic Minerals Production Equipment,No,62246,4/8/2014,16,426,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,13018,12/15/2014,9,351,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,27721,11/13/2014,11,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,49815,3/13/2014,24,30,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,19073,2/11/2015,20,352,Lost
Brown Bear,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,No,38850,5/9/2014,20,416,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,10802,3/12/2014,8,30,Lost
Badger,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,71844,3/13/2015,24,2,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,2442,1/9/2015,5,5,Lost
Elephant,INQUIRY,Eng/Eng,OEM,Energy,Pumps - Circulating Water,No,21928,2/12/2014,14,686,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,32434,10/29/2014,10,323,Won
Badger,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,42368,1/17/2014,16,559,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Energy,Other,No,14129,11/4/2014,11,289,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,38381,3/21/2015,26,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,79123,9/19/2014,12,71,Lost
Armadillo2,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,675740,10/15/2014,36,213,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,11988,10/9/2014,12,30,Lost
Yak1,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,Yes,42180,1/29/2014,20,491,Won
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,18185,10/13/2014,18,452,Lost
Rhino,PROJECT,Eng/Eng,OEM,Mining,Mining Equipment - Pumping / Fluid Handling Equipment,No,1148321,4/23/2014,20,636,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,19800,6/10/2014,7,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,24388,10/8/2014,12,141,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,8201,3/11/2015,8,452,Won
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,10896,1/15/2015,6,549,Lost
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Other General Industrial,No,259621,5/4/2015,20,83,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,21201,1/28/2014,12,452,Lost
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Textile,No,318705,11/20/2014,18,168,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37374,12/13/2014,10,543,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,Yes,7407,4/16/2014,16,220,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,937,4/7/2014,6,67,Lost
Wolf,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,18363,1/22/2014,10,400,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,12321,4/28/2015,10,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,18089,5/11/2015,14,30,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,18001,10/28/2014,8,366,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,52912,1/23/2014,18,30,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,6199,5/12/2014,6,206,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,41454,2/11/2015,22,452,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,41946,5/7/2014,10,452,Lost
Ox,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,13394,6/14/2014,8,2,Lost
Brown Bear,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,25530,1/23/2014,22,2,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Textile,Yes,9439,3/28/2014,6,151,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,1836358,2/17/2015,36,12,Lost
Rhino,INQUIRY,Eng/Eng,Oil Field Distributor,General Industrial,Other General Industrial,No,10259,1/22/2014,13,457,Lost
Armadillo2,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,278167,7/24/2014,30,2,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,6907,3/11/2014,6,549,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,132566,5/21/2015,18,55,Lost
Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4107,2/24/2015,6,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,49839,1/30/2015,24,21,Lost
Ox,INQUIRY,Std/Std,OEM,Wood Products,Sawmilling and Planing,Yes,3519,11/5/2014,6,145,Lost
Wolf,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,79147,3/5/2014,18,213,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,3263,1/10/2015,8,451,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,35171,2/12/2014,15,55,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,48148,3/13/2014,24,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,31285,1/17/2015,12,452,Won
Panther,INQUIRY,Eng/Eng,OEM,General Industrial,Cranes and Lifts,Yes,124607,2/7/2014,16,580,Won
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,26806,1/30/2014,22,273,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,34872,8/22/2014,13,528,Lost
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Tobacco Processing / Packaging,No,847907,8/29/2014,20,236,Lost
Elephant,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,36698,10/10/2014,12,2,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,1151136,12/26/2014,20,549,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,75463,1/17/2014,21,85,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,25385,3/5/2014,13,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6660,5/18/2015,6,452,Won
Rhino,INQUIRY,Std/Std,IC / End User,General Industrial,Other General Industrial,No,98568,10/6/2014,16,681,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,28651,2/10/2015,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,239224,2/5/2014,28,2,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,27210,4/28/2014,11,397,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,85666,6/20/2014,20,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,33179,2/17/2015,16,85,Lost
Moose,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,90076,5/19/2014,26,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,4523,9/23/2014,9,323,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22718,9/2/2014,20,30,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,34893,2/9/2015,16,30,Lost
Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,10545,2/23/2015,6,452,Won
Rhino,INQUIRY,Eng/Eng,OEM,Pulp & Paper,Pulp and Paper Production,No,34786,3/10/2015,18,349,Lost
Wolf,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,46620,1/29/2015,12,549,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,90288,4/6/2015,22,685,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,12636,8/8/2014,12,452,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,15924,1/14/2014,20,416,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,53984,4/29/2014,20,227,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,67412,10/30/2014,18,549,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,74307,4/22/2014,15,416,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,47252,3/9/2015,18,452,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5361,10/23/2014,6,352,Lost
Yak1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,42152,9/18/2014,18,550,Won
Yak1,INQUIRY,Eng/Eng,IC / End User,Cement & Aggregates,Cement Manufacturing,Yes,99033,12/3/2014,18,37,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21723,2/26/2014,22,72,Lost
Gorilla,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,3219,11/20/2014,14,549,Won
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,64235,11/15/2014,17,528,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,62360,5/8/2014,14,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,13120,4/30/2014,10,30,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,18870,5/8/2014,16,352,Lost
Ox,INQUIRY,Eng/Eng,OEM,Energy,Other,No,6140,3/7/2014,6,240,Lost
Rhino,PROJECT,Std/Std,OEM,General Industrial,Other General Industrial,No,228660,10/23/2014,14,541,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,17607,7/23/2014,6,75,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,2538,4/24/2014,6,30,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,41159,7/16/2014,15,397,Lost
Yak2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,118215,11/17/2014,18,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,5550,5/8/2015,5,589,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,32545,10/1/2014,15,85,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,93363,4/22/2014,18,2,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5550,8/1/2014,12,30,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,7259,2/13/2014,8,428,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8532,11/14/2014,8,206,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,64527,1/7/2015,20,352,Lost
